100,100,1,0.005,0.005,-1,0.0,0.0
100,100,1,0.005,0.005,0,0.0,0.0
100,100,1,0.005,0.005,1,0.0,0.0
100,100,1,0.005,0.005,2,0.0,0.013333333333333334
100,100,1,0.005,0.005,3,0.0,0.05333333333333334
100,100,1,0.005,0.005,4,0.0,0.10666666666666667
100,100,1,0.005,0.005,5,0.0,0.14666666666666667
100,100,1,0.005,0.005,6,0.0,0.2
100,100,1,0.005,0.005,7,0.0,0.24
100,100,1,0.005,0.005,8,0.0,0.25333333333333335
100,100,1,0.005,0.005,9,0.0,0.28
100,100,1,0.005,0.005,10,0.0,0.30666666666666664
100,100,1,0.005,0.005,11,0.04,0.32
100,100,1,0.005,0.005,12,0.04,0.32
100,100,1,0.005,0.005,13,0.04,0.3333333333333333
100,100,1,0.005,0.005,14,0.04,0.3466666666666667
100,100,1,0.005,0.005,15,0.04,0.37333333333333335
100,100,1,0.005,0.005,16,0.04,0.38666666666666666
100,100,1,0.005,0.005,17,0.04,0.4
100,100,1,0.005,0.005,18,0.04,0.4
100,100,1,0.005,0.005,19,0.04,0.4
100,100,1,0.005,0.01,-1,0.0,0.0
100,100,1,0.005,0.01,0,0.0,0.0
100,100,1,0.005,0.01,1,0.0,0.0
100,100,1,0.005,0.01,2,0.0,0.0
100,100,1,0.005,0.01,3,0.0,0.05333333333333334
100,100,1,0.005,0.01,4,0.0,0.08
100,100,1,0.005,0.01,5,0.0,0.12
100,100,1,0.005,0.01,6,0.0,0.14666666666666667
100,100,1,0.005,0.01,7,0.0,0.2
100,100,1,0.005,0.01,8,0.0,0.21333333333333335
100,100,1,0.005,0.01,9,0.0,0.25333333333333335
100,100,1,0.005,0.01,10,0.0,0.29333333333333333
100,100,1,0.005,0.01,11,0.0,0.30666666666666664
100,100,1,0.005,0.01,12,0.0,0.30666666666666664
100,100,1,0.005,0.01,13,0.0,0.3333333333333333
100,100,1,0.005,0.01,14,0.0,0.3466666666666667
100,100,1,0.005,0.01,15,0.0,0.37333333333333335
100,100,1,0.005,0.01,16,0.0,0.38666666666666666
100,100,1,0.005,0.01,17,0.0,0.4
100,100,1,0.005,0.01,18,0.0,0.4
100,100,1,0.005,0.01,19,0.0,0.4
100,100,1,0.005,0.02,-1,0.0,0.0
100,100,1,0.005,0.02,0,0.0,0.0
100,100,1,0.005,0.02,1,0.0,0.0
100,100,1,0.005,0.02,2,0.0,0.0
100,100,1,0.005,0.02,3,0.0,0.0
100,100,1,0.005,0.02,4,0.0,0.0
100,100,1,0.005,0.02,5,0.0,0.06666666666666667
100,100,1,0.005,0.02,6,0.0,0.08
100,100,1,0.005,0.02,7,0.0,0.09333333333333334
100,100,1,0.005,0.02,8,0.0,0.13333333333333333
100,100,1,0.005,0.02,9,0.0,0.17333333333333334
100,100,1,0.005,0.02,10,0.0,0.2
100,100,1,0.005,0.02,11,0.0,0.2
100,100,1,0.005,0.02,12,0.0,0.22666666666666666
100,100,1,0.005,0.02,13,0.0,0.24
100,100,1,0.005,0.02,14,0.0,0.29333333333333333
100,100,1,0.005,0.02,15,0.0,0.3333333333333333
100,100,1,0.005,0.02,16,0.0,0.3333333333333333
100,100,1,0.005,0.02,17,0.0,0.3466666666666667
100,100,1,0.005,0.02,18,0.0,0.3466666666666667
100,100,1,0.005,0.02,19,0.0,0.3466666666666667
100,100,1,0.01,0.005,-1,0.0,0.0
100,100,1,0.01,0.005,0,0.0,0.0
100,100,1,0.01,0.005,1,0.0,0.0
100,100,1,0.01,0.005,2,0.0,0.0
100,100,1,0.01,0.005,3,0.0,0.0
100,100,1,0.01,0.005,4,0.0,0.04
100,100,1,0.01,0.005,5,0.0,0.10666666666666667
100,100,1,0.01,0.005,6,0.0,0.12
100,100,1,0.01,0.005,7,0.0,0.16
100,100,1,0.01,0.005,8,0.0,0.21333333333333335
100,100,1,0.01,0.005,9,0.0,0.24
100,100,1,0.01,0.005,10,0.0,0.24
100,100,1,0.01,0.005,11,0.0,0.26666666666666666
100,100,1,0.01,0.005,12,0.0,0.28
100,100,1,0.01,0.005,13,0.0,0.29333333333333333
100,100,1,0.01,0.005,14,0.0,0.30666666666666664
100,100,1,0.01,0.005,15,0.0,0.32
100,100,1,0.01,0.005,16,0.0,0.3333333333333333
100,100,1,0.01,0.005,17,0.0,0.3333333333333333
100,100,1,0.01,0.005,18,0.0,0.3333333333333333
100,100,1,0.01,0.005,19,0.0,0.36
100,100,1,0.01,0.01,-1,0.0,0.0
100,100,1,0.01,0.01,0,0.0,0.0
100,100,1,0.01,0.01,1,0.0,0.0
100,100,1,0.01,0.01,2,0.0,0.0
100,100,1,0.01,0.01,3,0.0,0.0
100,100,1,0.01,0.01,4,0.0,0.02666666666666667
100,100,1,0.01,0.01,5,0.0,0.09333333333333334
100,100,1,0.01,0.01,6,0.0,0.09333333333333334
100,100,1,0.01,0.01,7,0.0,0.13333333333333333
100,100,1,0.01,0.01,8,0.0,0.17333333333333334
100,100,1,0.01,0.01,9,0.0,0.22666666666666666
100,100,1,0.01,0.01,10,0.0,0.24
100,100,1,0.01,0.01,11,0.0,0.26666666666666666
100,100,1,0.01,0.01,12,0.0,0.28
100,100,1,0.01,0.01,13,0.0,0.29333333333333333
100,100,1,0.01,0.01,14,0.0,0.30666666666666664
100,100,1,0.01,0.01,15,0.0,0.32
100,100,1,0.01,0.01,16,0.0,0.3333333333333333
100,100,1,0.01,0.01,17,0.0,0.3333333333333333
100,100,1,0.01,0.01,18,0.0,0.3333333333333333
100,100,1,0.01,0.01,19,0.0,0.36
100,100,1,0.01,0.02,-1,0.0,0.0
100,100,1,0.01,0.02,0,0.0,0.0
100,100,1,0.01,0.02,1,0.0,0.0
100,100,1,0.01,0.02,2,0.0,0.0
100,100,1,0.01,0.02,3,0.0,0.0
100,100,1,0.01,0.02,4,0.0,0.0
100,100,1,0.01,0.02,5,0.0,0.05333333333333334
100,100,1,0.01,0.02,6,0.0,0.06666666666666667
100,100,1,0.01,0.02,7,0.0,0.06666666666666667
100,100,1,0.01,0.02,8,0.0,0.10666666666666667
100,100,1,0.01,0.02,9,0.0,0.17333333333333334
100,100,1,0.01,0.02,10,0.0,0.2
100,100,1,0.01,0.02,11,0.0,0.2
100,100,1,0.01,0.02,12,0.0,0.22666666666666666
100,100,1,0.01,0.02,13,0.0,0.24
100,100,1,0.01,0.02,14,0.0,0.28
100,100,1,0.01,0.02,15,0.0,0.29333333333333333
100,100,1,0.01,0.02,16,0.0,0.30666666666666664
100,100,1,0.01,0.02,17,0.0,0.30666666666666664
100,100,1,0.01,0.02,18,0.0,0.30666666666666664
100,100,1,0.01,0.02,19,0.0,0.32
100,100,1,0.02,0.005,-1,0.0,0.0
100,100,1,0.02,0.005,0,0.0,0.0
100,100,1,0.02,0.005,1,0.0,0.0
100,100,1,0.02,0.005,2,0.0,0.0
100,100,1,0.02,0.005,3,0.0,0.0
100,100,1,0.02,0.005,4,0.0,0.013333333333333334
100,100,1,0.02,0.005,5,0.0,0.02666666666666667
100,100,1,0.02,0.005,6,0.0,0.05333333333333334
100,100,1,0.02,0.005,7,0.0,0.08
100,100,1,0.02,0.005,8,0.0,0.14666666666666667
100,100,1,0.02,0.005,9,0.0,0.14666666666666667
100,100,1,0.02,0.005,10,0.0,0.16
100,100,1,0.02,0.005,11,0.0,0.17333333333333334
100,100,1,0.02,0.005,12,0.0,0.18666666666666668
100,100,1,0.02,0.005,13,0.0,0.21333333333333335
100,100,1,0.02,0.005,14,0.0,0.22666666666666666
100,100,1,0.02,0.005,15,0.0,0.22666666666666666
100,100,1,0.02,0.005,16,0.0,0.24
100,100,1,0.02,0.005,17,0.0,0.28
100,100,1,0.02,0.005,18,0.0,0.28
100,100,1,0.02,0.005,19,0.0,0.30666666666666664
100,100,1,0.02,0.01,-1,0.0,0.0
100,100,1,0.02,0.01,0,0.0,0.0
100,100,1,0.02,0.01,1,0.0,0.0
100,100,1,0.02,0.01,2,0.0,0.0
100,100,1,0.02,0.01,3,0.0,0.0
100,100,1,0.02,0.01,4,0.0,0.0
100,100,1,0.02,0.01,5,0.0,0.02666666666666667
100,100,1,0.02,0.01,6,0.0,0.04
100,100,1,0.02,0.01,7,0.0,0.05333333333333334
100,100,1,0.02,0.01,8,0.0,0.10666666666666667
100,100,1,0.02,0.01,9,0.0,0.13333333333333333
100,100,1,0.02,0.01,10,0.0,0.16
100,100,1,0.02,0.01,11,0.0,0.17333333333333334
100,100,1,0.02,0.01,12,0.0,0.18666666666666668
100,100,1,0.02,0.01,13,0.0,0.21333333333333335
100,100,1,0.02,0.01,14,0.0,0.22666666666666666
100,100,1,0.02,0.01,15,0.0,0.22666666666666666
100,100,1,0.02,0.01,16,0.0,0.24
100,100,1,0.02,0.01,17,0.0,0.28
100,100,1,0.02,0.01,18,0.0,0.28
100,100,1,0.02,0.01,19,0.0,0.30666666666666664
